match_id,date,minute,title,comment,out_player,in_player,home_team,away_team
bac85cf2,2024-04-13,,End Of Second Half,End of match.,,,Kansas City,Miami
bac85cf2,2024-04-13,,Full Time,"Second half ends, Sporting Kansas City 2, Inter Miami CF 3.",,,Kansas City,Miami
bac85cf2,2024-04-13,90'+10,Attempt Missed,Attempt missed. Jake Davis's (Sporting Kansas City) with right footed shot from the central position outside the box with an xG of 3% goes over to the right.,,,Kansas City,Miami
bac85cf2,2024-04-13,90'+10,Attempt Saved,Attempt blocked. Alan Pulido's (Sporting Kansas City) with left footed shot from the left half-space outside the box with an xG of 4% is blocked by Yannick Bright.,,,Kansas City,Miami
bac85cf2,2024-04-13,90'+8,,"Offside, Inter Miami CF. Lionel Messi is caught offside.",,,Kansas City,Miami
bac85cf2,2024-04-13,90'+6,,"Corner from the right, (Sporting Kansas City). Executed by Johnny Russell.",,,Kansas City,Miami
bac85cf2,2024-04-13,90'+6,Attempt Saved,Attempt blocked. Felipe Hernández's (Sporting Kansas City) with header from the centre of the box with an xG of 17% is blocked by Franco Negri.,,,Kansas City,Miami
bac85cf2,2024-04-13,90'+5,Attempt Saved,Attempt saved. Luis Suárez's (Inter Miami CF) with left footed shot from the left half-space outside the box with an xG of 8% is saved by Tim Melia.,,,Kansas City,Miami
bac85cf2,2024-04-13,90'+3,,"Luis Suárez (Inter Miami CF) wins a free kick, after being fouled by Dany Rosero (Sporting Kansas City).",,,Kansas City,Miami
bac85cf2,2024-04-13,90'+3,,,D. Gómez,Y. Bright,Kansas City,Miami
bac85cf2,2024-04-13,90'+2,,"Alan Pulido (Sporting Kansas City) wins a free kick, after being fouled by Diego Gómez (Inter Miami CF).",,,Kansas City,Miami
bac85cf2,2024-04-13,89',,"Johnny Russell (Sporting Kansas City) wins a free kick, after being fouled by Sergio Busquets (Inter Miami CF).",,,Kansas City,Miami
bac85cf2,2024-04-13,88',Yellow Card,Jake Davis (Sporting Kansas City) is shown the yellow card for the foul.,,,Kansas City,Miami
bac85cf2,2024-04-13,88',,"Franco Negri (Inter Miami CF) wins a free kick, after being fouled by Jake Davis (Sporting Kansas City).",,,Kansas City,Miami
bac85cf2,2024-04-13,84',,,E. Thommy,J. Russell,Kansas City,Miami
bac85cf2,2024-04-13,83',Yellow Card,Nemanja Radoja (Sporting Kansas City) is shown the yellow card for the foul.,,,Kansas City,Miami
bac85cf2,2024-04-13,83',,"David Ruiz (Inter Miami CF) wins a free kick, after being fouled by Nemanja Radoja (Sporting Kansas City).",,,Kansas City,Miami
bac85cf2,2024-04-13,82',,"Sergio Busquets (Inter Miami CF) wins a free kick, after being fouled by Felipe Hernández (Sporting Kansas City).",,,Kansas City,Miami
bac85cf2,2024-04-13,79',Yellow Card,Felipe Hernández (Sporting Kansas City) is shown the yellow card for the foul.,,,Kansas City,Miami
